title,datetime,location,address,latitude,longitude,description,link
Recht – Spielregeln des Alltags,,Hauptbahnhof Karlsruhe,"Bahnhofplatz 1, 76137 Karlsruhe",48.993799,8.4001849,"Wo begegnet uns Recht im Alltag? Wie prägt es unser Leben? Und wer 
macht welche Erfahrungen mit dem Recht? Ob beim Mieten, Arbeiten, im 
Straßenverkehr, beim Einkaufen oder in der Familie – überall ist Recht 
um uns herum. Mit der interaktiven Pop-Up-Ausstellung „Recht – 
Spielregeln des Alltags“ bietet die Stiftung Forum Recht Denkanstöße zu 
diesen Fragen und lädt zum Mitmachen ein.„Recht – Spielregeln des Alltags“ ist vom 01. Juli bis 03. August 
2025 täglich rund um die Uhr im Karlsruher Hauptbahnhof zu sehen. Besuchende
 können in der Ausstellung per QR-Code und WebApp mit dem eigenen 
Smartphone selbst Videos aufnehmen und ihre persönlichen Erfahrungen 
teilen. Durch diese Beiträge wächst die Ausstellung in ihrer Laufzeit 
und macht unterschiedlichste Blickwinkel sichtbar.Die mobile Ausstellung tourt ab Juli 2025 durch Deutschland und ist 
in Bahnhöfen, Einkaufszentren und auf Markplätzen zu sehen: überall da, 
wo Recht und Alltag aufeinandertreffen. Nach Karlsruhe macht „Recht – 
Spielregeln des Alltags“ in Heidelberg, Mönchengladbach, Leipzig und 
weiteren Städten Station.Der Eintritt ist frei.Dienstag, 01. Juli bis Sonntag, 03. August 2025, täglich rund um die Uhr geöffnetOrt: Karlsruhe Hauptbahnhof, Linker Seitenflügel Bahnhofsvorhalle, Bahnhofplatz 1a, 76137 Karlsruhe",https://kalender.karlsruhe.de/db/termine/ausstellungen/recht_spielregeln_des_alltags
Private Stadtführung Karlsruhe,,City Tour durch Karlsruhe,,,,"Private Stadtführung „Karlsruhe kompakt“Wer wenig Zeit hat, trifft mit dieser Stadtführung die richtige Wahl. In nur 1 Stunde können Sie sich einen guten Überblick über Karlsruhe verschaffen. Ein privater Guide gibt Ihnen einen Einblick in die Geschichte und Entwicklung von Karlsruhe und zeigt Ihnen die wichtigsten Wahrzeichen der Stadt.Gruppengröße: privatDauer der Tour: 1 StundePreis: 50,- Euro/ GruppeEs handelt sich um eine private Tour. Der Guide ist nur für Sie und Ihre Reisegruppe da.InfoTel.: 0721/91679888 oder mobil 0170/2935072Internet: www.stadtfuehrungen-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/stadtleben/private_stadtfuhrung_karlsruhe
11. KinderLiteraturtage in Karlsruhe - KLiK,,Rathaus Karlsruhe,"Karl-Friedrich-Straße 10, 76133 Karlsruhe",49.0085962,8.4032425,,https://kalender.karlsruhe.de/db/termine/literatur/11_kinderliteraturtage_in_karlsruhe_klik
Karls Afterwork- das besondere Sommerfeeling in Karlsruhe!,2025-09-17T18:00:00,Die Stadtmitte,"Baumeisterstraße 3, 76137 Karlsruhe",49.0040289,8.4042393,"Jeden Mittwochfreuen wir unsmit Dir den Sommer gebührend zu genießen!Ein ganz besonderes Ambiente wartet auf Dich in
unserem wundervollen Innenhof. Hier kannst Du dich auf coole Sounds von den
90ern bis heute freuen, unter freiem Himmel tanzen oder lieber gechillt auf
einem Beachstuhl deinen Cocktail schlürfen.Für Spieleliebhaber gibt es in unserem großen Innenhof eine Ecke mit Bierpong,
Corn hole, Tischtennisplatte und an der Theke könnt ihr Würfelbecher,
Kartenspiele und Kroko ausleihen! Hier fühlt sich jeder willkommen.Mit Leckereien vom Grill Reinhards, leckere Cocktails,
Sommerdrinks und natürlich viele kühle Karl versüßen wir euch den Abend.Also komm vorbei, genieße den Feierabend mit
Kollegen und Freunden, lass die Seele baumeln und feiere das Leben!Und lerne neue Bekannte
und Freunde kennen.Immer Mittwochs ab 18 Uhr,Eintritt frei.Innenhof Die Stadtmitte,Einlass durch die HofeinfahrtBaumeisterstr.3 KA",https://kalender.karlsruhe.de/db/termine/stadtleben/karls_afterwork_das_besondere_sommerfeeling
Johan Grimonprez,,Zentrum für Kunst und Medien (ZKM),"Lorenzstraße 19, 76135 Karlsruhe",49.0012852,8.3836005,"Mit »All Memory Is Theft« zeigt das ZKM eine umfassende Retrospektive des belgischen Film- und Medienkünstlers Johan Grimonprez (*1962), dessen Werk sich an der Grenze zwischen Theorie und Praxis, Kunst und Kino, Dokumentation und Fiktion bewegt.„Wem gehört unsere Fantasie in einer Welt, in der die Existenz ins Wanken gerät, und die Wahrheit als schiffbrüchige Geflüchtete umherirrt? Sind es die Geschichtenerzähler:innen, die die Widersprüche in Schach halten können, indem sie zwischen die uns gegebenen Sprachen schlüpfen und zu Zeitreisenden der Imagination werden?“ (Johan Grimonprez)Basierend auf einer Archäologie der heutigen Medienlandschaft kombiniert Grimonprez Fragmente aus Filmen, Fernsehnachrichten, Werbung, Kino- und Amateurfilmen sowie dem Internet und webt daraus neue Narrative, die unsere Wahrnehmung der Realität auf die Probe stellen. Grimonprez‘ Werke, die in den bedeutendsten Museen weltweit präsentiert und auf Festivals vielfach ausgezeichnet wurden, führen uns vor Augen, inwieweit sich die Art der Darstellung von Aktualität und Imagination, von CNN und Hollywood heute verschränkt haben. Sie betonen damit die Komplexität unserer durch Medien geprägten Gegenwart, die in Zeiten von Populismus und im Internet grassierenden Verschwörungstheorien mehr denn je anfällig für Manipulationen ist.In der Ausstellung werden Johan Grimonprez‘ Werke aus den letzten 30 Jahren in einem vielschichtigen Parcours präsentiert, bei dem Bewegtbilder, Archivmaterialien und Zitate intertextuell miteinander verwoben sind. Die Ausstellung umfasst Filminstallationen, Lang- und Kurzfilme, Vlogs, Storyboards und Zeichnungen des Künstlers und spannt so einen Bogen von seinen frühen Arbeiten wie »Kobarweng or Where is your Helicopter« (1992) und seiner Mehrkanal-Installation “It will be alright if you come again (…)” (1994) über seinen documenta X Beitrag »dial H-I-S-T-O-R-Y« aus dem Jahr 1997 bis zu seinem neuesten, vom ZKM für die Ausstellung koproduzierten Film »Soundtrack to a Coup d‘Etat« (2024), der in diesem Jahr für die Oscars® als Bester Dokumentarfilm nominiert wurde – eine rasante Montage aus Archivmaterial, die von der Unabhängigkeit des Kongo von der belgischen Kolonialherrschaft im Jahr 1960 und der Ermordung des ersten frei gewählten Premierministers Patrice Lumumba handelt und dabei die Verbindungen zwischen Jazzmusik, Geopolitik und kolonialer Machtdynamik während des Kalten Krieges nachzeichnet.Unter Bezugnahme auf Paul Virilio sagte Johan Grimonprez einmal, dass jede Technologie auch ihren eigenen Unfall hervorbringt: „Mit dem Schiff hat man den Schiffbruch erfunden, mit dem Fliegen den Flugzeugabsturz“, so der französische Philosoph und Medientheoretiker. Man könnte hinzufügen, dass mit der Erfindung der virtuellen Realität und der KI die Wirklichkeit verunfallt ist. Grimonprez' Arbeiten weisen also nicht nur darauf hin, dass die Medien heute nicht mehr die Realität einholen müssen, sondern dass es vielmehr die Realität ist, die heute die Medien einholen muss.",https://kalender.karlsruhe.de/db/termine/ausstellungen/johan_grimonprez
Kinder-Schwimmkurse im Freibad,2025-09-11T14:00:00,Freibad Wolfartsweier,"Schloßbergstraße 12, 76228 Karlsruhe",48.9724101,8.4544403,Vor Ort an der Freibadkasse kann ein Zehnerblock mit Marken für 120 € erworben werden. Für jede Kursstunde wird eine Marke benötigt.,https://kalender.karlsruhe.de/db/termine/sportveranstaltung/kinder_schwimmkurse_im_freibad
Speakeasy Cinema,2025-08-25T18:00:00,Kinemathek Karlsruhe e.V.,"Kaiserpassage 6, 76133 Karlsruhe",49.0106085,8.3969705,"Montag = SPEAKEASY CINEMACocktails + FilmWährend die Bar Cocktails serviert, wird ein Film gespielt, der nach dem Sneakpreview-Prinzip im Vorfeld nicht bekannt ist. Statt einem Kinoticket reicht der Kauf eines (natürlich auch alkoholfreien) Cocktails zum Filmbesuch.Ab 18:00 Cocktails19:30 FilmBis 23:00 Cocktails",https://kalender.karlsruhe.de/db/termine/stadtleben/speakeasy_cinema-7
Business-Schwimmen,2025-09-05T07:00:00,Freibad Wolfartsweier,"Schloßbergstraße 12, 76228 Karlsruhe",48.9724101,8.4544403,"Fit für den Arbeitstag: Das macht Business-Schwimmen im Freibad Wolfartsweier möglich. Montags, mittwochs und freitags ab 7 Uhr seine Bahnen im Freibad ziehen. Das entdecken immer mehr Sportbegeisterte. Morgens ist die Atmosphäre im Freibad besonders sportorientiert. Danach noch kurz im Liegestuhl am Beckenrand ausruhen, und weiter geht es in den Arbeitstag. Insbesondere in den Sommermonaten erhöht dies auch die Leistungsfähigkeit für Berufstätige.",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/business_schwimmen
Offene Pforte 2025,,Private Gärten und Höfe der Offenen Pforte,,,,"Der Großteil des circa 400 Quadratmeter großen Hausgartens ist
als Naturgarten mit Wildwiese und einem Trockenbeet entlang der
Einfahrt sowie verschiedenen Wildrosen, Rankpflanzen, Stauden,
Kräutern, Sträuchern und Obstbäumen angelegt. Die Wildwiese hat
der Naturgartenidee entsprechend viele interessante Wildpflanzen.
Durch die Blüten und die Wildwiesenstruktur werden im Laufe des
Jahres viele Insekten, Bienen, Hummeln und Schmetterlinge angelockt.
Ganz unterschiedliche heimische Kräuter haben sich an diesem
trockenen Standort gut entwickelt, werden laufend weiter ergänzt und
gezielt gepflegt. Mediterrane Arten wie der Mönchspfeffer mit seiner
prächtigen Blüte runden die Artenvielfalt ab.Wo?Dürkheimer Straße 6 , Stadtteil: NordweststadtWann?Besichtigung von Mai bis August nur nach telefonischer Voranmeldung: 0151 5697 7405Wer?Ingrid Eberhagen",https://kalender.karlsruhe.de/db/termine/stadtleben/offene_pforte2025n-2
Unrecht & Profit - Das Badische Landesmuseum im Nationalsozialismus,2025-09-28T18:00:00,Badisches Landesmuseum im Schloss,"Schlossbezirk 10, 76133 Karlsruhe",49.0132247,8.4057615,"Scheinbar unverdächtig – das war lange Zeit die Rolle, die man Museen während der NS-Zeit zuschrieb. Ja, mehr noch: Durch den staatlich angeordneten Entzug von Objekten („Entartete Kunst“) galten sie sogar als Opfer. Doch mit der „Washingtoner Konferenz über Vermögenswerte aus der Zeit des Holocaust“ 1998 setzte sich die Erkenntnis durch: Alle Museen und kulturgutbewahrenden Institutionen profitierten erwiesenermaßen vom Raub an Kulturgütern aus jüdischem Eigentum. Nun stellt sich das Badische Landesmuseum seiner Vergangenheit.",https://kalender.karlsruhe.de/db/termine/ausstellungen/unrecht_profit_das_badische_landesmuseum
200 Jahre KIT – 100 Objekte.Teile des Ganzen,,Zentrum für Kunst und Medien (ZKM),"Lorenzstraße 19, 76135 Karlsruhe",49.0012852,8.3836005,"KIT zu Gast im ZKM | Karlsruhe2025 feiert das Karlsruher Institut für Technologie (KIT) als eine der ältesten Technischen Universitäten Deutschlands einen runden Geburtstag: 200 Jahre sind seit der Gründung der Polytechnischen Schule Karlsruhe als erster Vorgängerinstitution vergangen.Mit einer facettenreichen Ausstellung zu diesem 200. Gründungsjubiläum ist das KIT ab dem 11. April 2025 zu Gast im ZKM | Zentrum für Kunst und Medien Karlsruhe. Das KIT präsentiert seine Geschichte in 100 Objekten – vor Ort auf dem Museumsbalkon des ZKM und virtuell. Viele Angehörige und Alumni des KIT und aus dessen Umfeld sind dem „Call for Objects“ gefolgt und haben so zum großen Schatz an Gegenständen und Geschichten zur Ausstellung beigetragen: Historische wissenschaftliche Geräte, Gegenstände aus dem Alltagsleben und echte Raritäten, wie der Wasserstoff-Bulli aus den 1980er Jahren, Maschinenbaumodelle von 1860, Designikonen, wie die Sistrah-Leuchte von 1930, oder auch ein Roboter aus der modernen ARMAR-Familie sowie zahlreiche historische Dokumente und Artefakte. Sie repräsentieren einerseits die Institution KIT und bieten andererseits Einblicke hinter die Kulissen. Die Ausstellung vermittelt, wie sich aus dem 1825 begonnenen Technikunterricht die heutige universitäre Aufgabe des KIT entfaltete. Gleichzeitig wird deutlich, wie aus der 1956 begonnenen Arbeit zur Erschließung einer neuen Energiequelle die Großforschung entstand. Die Jubiläumsausstellung beleuchtet darüber hinaus die heutige Identität des KIT als die Forschungsuniversität in der Helmholtz-Gemeinschaft und als eine der größten und ältesten Wissenschaftseinrichtungen Deutschlands.",https://kalender.karlsruhe.de/db/termine/ausstellungen/200_jahre_kit_100_objekteteile_des_ganzen
Zukunft Moor!,2025-09-14T12:00:00,Naturschutzzentrum Karlsruhe-Rappenwört,"Hermann-Schneider-Allee 47, 76189 Karlsruhe",48.9961878,8.3035929,"Moore sind einzigartige Lebensräume für seltene Tiere und Pflanzen und unverzichtbare „natürliche Klimaschützer“. Sie speichern etwa doppelt so viel Kohlenstoff wie alle Wälder der Erde zusammen und spielen damit eine entscheidende Rolle im Kampf gegen die Erderwärmung. Zudem sind sie wertvolle Wasserreservoire, was in Zeiten zunehmender Dürreperioden von unschätzbarem Wert ist. Doch die Moore schwinden in dramatischem Ausmaß. Etwa 90% sind mittlerweile durch Entwässerung und Landbau beeinträchtigt oder zerstört.Mit der Ausstellung „ZUKUNFT MOOR!“ zeigt die Akademie für Natur- und Umweltschutz des Umweltministeriums Baden-Württemberg die verschiedenen Facetten der Moore und wirbt für ihren Schutz. Welche Lebewesen finden wir in Mooren? Wie kann das Ökosystem Moor wiederhergestellt werden und wie kann durch Moorschutz die Klimakrise bewältigt werden? Anschauliche Antworten zu diesen Fragen gibt es in dieser Sonderausstellung.Eine Moorklänge-Station, ein elektronisches Moorfoto-Puzzle sowie eine Aktionswand für Kinder und ein Moor-Quiz ergänzen die spannenden Infobanner und machen den Besuch der Ausstellung zu einem unterhaltsamen, kurzweiligen und lehrreichen Erlebnis.",https://kalender.karlsruhe.de/db/termine/ausstellungen/zukunft_moor
The Story That Never Ends,,Zentrum für Kunst und Medien (ZKM),"Lorenzstraße 19, 76135 Karlsruhe",49.0012852,8.3836005,"Mit der Ausstellung »The Story That Never Ends. Die Sammlung des ZKM« gibt das ZKM | Karlsruhe einen umfassenden Einblick in die eigene Sammlung, die mit ca. 12.000 Werken zu den größten und bedeutendsten Medienkunstsammlungen der Welt gehört. Die Ausstellung erzählt nicht nur von den miteinander verwobenen Geschichten von Kunst und Technologie, sondern auch von den Herausforderungen, die die schnelllebigen technologischen Medien für Museen weltweit mit sich bringen.Die Geschichte der Medienkunst von den 1950er-Jahren bis heuteElektrifizierung und Digitalisierung haben die Welt verändert. Dieser Wandel erfasste nicht nur unseren Alltag, sondern wirkte sich auch auf das künstlerische Schaffen aus.Seit Beginn des 20. Jahrhunderts nutzen Künstler:innen diese sich rasant weiterentwickelnden Technologien und erweitern so kontinuierlich die Ausdrucksmöglichkeiten der Kunst: Das Spektrum reicht von Video-, Licht- und Klangkunstwerken, über motorbetriebene kinetische Objekte, bis hin zu computerbasierten interaktiven Installationen oder Werken, die mithilfe von künstlicher Intelligenz erzeugt wurden.Mit etwa 100 Arbeiten zeichnet »The Story That Never Ends« diese Entwicklungslinien der apparativen Künste und ihre Öffnung zu den Kategorien Raum, Zeit und Bewegung sowie Interaktion und Partizipation nach – von den 1950er-Jahren bis in die Gegenwart. Eine Auswahl bedeutender Schlüsselwerke, die wichtige Momente und Meilensteine der Medienkunst repräsentieren, stellen die Vielfalt und den Einfluss dieser technologischen Entwicklungen dar. Marie-Jo Lafontaines monumentale Videoskulptur »Les larmes d’acier« (1987), mit der sie auf ironische Weise die komplexen Begriffskonstellationen „Mann, Maschine, Macht und Sexualität“ paradigmatisch dekonstruiert sowie Bill Violas Video-Klanginstallation »Stations« (1994), die zentrale Aspekte seines künstlerischen Schaffens wie grundlegende Themen menschlichen Daseins vereint oder Jeffrey Shaws »Virtual Sculpture« (1981), die für frühe Experimente der Augmented Reality steht, bilden hier eine kleine Auswahl an Beispielen.Gleichzeitig macht die Ausstellung auch den sozial- und gesellschaftspolitischen Rahmen, in dem die Werke entstanden sind nachvollziehbar, um Rückschlüsse und Bezüge zu den drängenden Fragen unserer heutigen Zeit zu ermöglichen: Feministische Arbeiten früher (Medienkunst-)Pionierinnen, wie beispielsweise pezoldo (aka Friederike Pezold), Lynn Hershman Leeson, Kirsten Geisler oder Rebecca Horn, sind hier genauso zu nennen wie Arbeiten, die die Auswirkungen der Massenmedien wie Fernsehen (Nam June Paik, Wolf Vostell), die Verbindung zwischen Technologie und Militär, Grenzen und Überwachung oder Gewalt im digitalen Raum (Paul Garrin, Hanna Haaslahti, David Rokeby) oder natürliche Ökosysteme (Justine Emard, Claudia González Godoy) reflektieren. Immer wieder hinterfragen Künstler:innen die Möglichkeiten und Auswirkungen neuer Medien, denken und gestalten sie um, und bringen so neue soziale und kulturelle Narrative hervor, die den Diskurs über unser Verhältnis zu Technologie prägen.Wir betrachten Kunst, wie der Ausstellungstitel suggeriert, als eine Geschichte, die niemals enden wird, solange es Menschen gibt. Dass wir nicht wissen, welche Form sie in der Zukunft annehmen wird, hat sie mit der Technologie gemeinsam. Unser Wissen über die Vergangenheit und Gegenwart beeinflusst, wie wir die Zukunft gestalten und das, was noch kommen wird, wertschätzen.Die Medienkunstrestaurierung„Die Geschichte, die niemals endet“ spielt nicht nur auf die künstlerische Entwicklung, sondern auch auf die Herausforderungen an, mit denen Museen konfrontiert sind, die Medienkunstwerke sammeln: Technische Geräte sind nicht für die Ewigkeit gemacht, Datenträger zerfallen, Softwarestandards sind rasch überholt und Medienformate sind nach wenigen Jahren nicht mehr lesbar. Das bedeutet, dass Werke kontinuierlich von Restaurator:innen überwacht und technisch aktualisiert werden müssen. Welche Auswirkungen hat dies auf die Kunst und unser kulturelles Gedächtnis? Welche Fähigkeiten müssen wir entwickeln, um nicht nur eine Zukunft zu haben, sondern auch eine Vergangenheit?Das ZKM verfügt über eine international anerkannte Expertise in der Konservierung und Restaurierung von Medienkunst. Da diese konservatorischen und restauratorischen Arbeiten jedoch vornehmlich im Verborgenen geschehen, geht »The Story That Never Ends« einen radikalen Schritt: Die Entscheidung, welche Schlüsselwerke aus der Sammlung in der Ausstellung gezeigt werden, wurde den Restaurator:innen des ZKM anvertraut. Sie bringen so verborgene Schätze ans Licht, die aufgrund von aufwändigen Erhaltungsmaßnahmen zum Teil seit Jahrzehnten nicht mehr öffentlich sichtbar waren. Da die Werke selbst nicht unbedingt die Komplexität ihrer Technik und die Herausforderungen ihrer Erhaltung offenbaren, bietet die Ausstellung zusätzlich eine Einführung in die Technikgeschichte und in die Konservierungsstrategien für diese Art von Werken.Der Blick von der Vergangenheit in die Zukunft»The Story That Never Ends« erzählt somit anhand der einzigartigen Sammlung des ZKM nicht nur die faszinierende Geschichte der Medienkunst. Sie macht auch die Fragilität unserer elektrifizierten und digitalisierten Zivilisation deutlich. Die Ausstellung ermöglicht einen tiefgehenden Einblick in die Kunst- und Technikgeschichte des 20. und 21. Jahrhunderts und zeigt, wie Geschichte den Blick auf die Gegenwart schärft und anregt, mögliche Zukünfte zu imaginieren.Bild: © Soun-Gui Kim; Foto © ZKM | Zentrum für Kunst und Medien Karlsruhe, Foto: Franz J. Wamhof",https://kalender.karlsruhe.de/db/termine/ausstellungen/the_story_that_never_ends
Tour mit dem roten Doppeldeckerbus,,Haltestellen City Tour,,,,"Mit unserem Doppeldecker-Cabriobus wird die Entdeckungstour zum Erlebnis. Erfahren Sie per ""Audio Guide"" allerhand Wissenswertes und Unterhaltsames rund um Karlsruhe - natürlich in erstklassiger Klang- und Erlebnisqualität! Ihr 24-Stunden-HopOn/HopOff-Ticket lässt Ihnen genügend Spielraum für individuelle Stadterkundungen. An elf markanten Haltepunkten im Karlsruher Stadtgebiet können Sie nach Belieben ein- und aussteigen. Wenn Sie nicht aussteigen und das Flair der Stadt lieber bequem von Ihrem Sitzplatz aus genießen möchten, dauert die Rundfahrt etwa zwei Stunden!Termine:Die City Tour Karlsruhe findet 2025 zwischen dem 2. April und 2. November statt.Fahrtage:Mittwoch, Freitag, Samstag, SonntagZusätzliche Fahrtage:21.4. (Ostermontag), 29.5. (Christi Himmelfahrt), 9.6. (Pfingstmontag), 19.6. (Fronleichnam), 3.10. (Tag der Deutschen Einheit)Uhrzeit:Der Bus startet drei Mal am Tag zu einer Rundfahrt. Die genauen Zeiten finden Sie auf der Webseite der KTG (https://www.karlsruhe-erleben.de/stadtfuehrung/citytour#/).Ticketssind in der Tourist-Information im Schaufenster Karlsruhe oder direkt beim Busfahrer erhältlich.Angaben ohne Gewähr, Fahrplanänderungen vorbehalten. Verkehrsbedingt kann es zu Verspätungen kommen.",https://kalender.karlsruhe.de/db/termine/stadtleben/tour_mit_dem_roten_doppeldeckerbus-2
Szenen einer Stadt. Der Karlsruher Fotograf Horst Schlesiger,,Stadtmuseum im Prinz-Max-Palais,"Karlstraße 10, 76133 Karlsruhe",49.0111857,8.3947581,"Anlässlich des 100. Geburtstags von Horst Schlesiger präsentiert das Stadtmuseum im Prinz-Max-Palais in der Sonderausstellung rund 300 Aufnahmen, die umfassende und vielfältige Einblicke in sein Werk ermöglichen. Die Fotografien spiegeln das öffentliche, politische und gesellschaftliche Leben
der Stadt, aber auch den Alltag, die Freizeit und die Arbeitswelt der Menschen, die hier auf besondere Weise sichtbar werden.Der Eintrittspreis beträgt 4 Euro, ermäßigt 2 Euro.",https://kalender.karlsruhe.de/db/termine/ausstellungen/szenen_einer_stadt_der_karlsruher_fotograf
Wissen in Bildern –  die bunte Welt der Sammelalben,,Badische Landesbibliothek,"Erbprinzenstraße 15, 76133 Karlsruhe",49.0077978,8.3988823,"Bilder sind überall. Kaum vorstellbar ist heute eine Zeit, in der 
sie eine Rarität darstellten. In der kleine Bilder auf Papier ein 
begehrter Sammelgegenstand waren und ihre Zusammenstellung in Alben der Stolz ihrer Besitzer. Und doch: Die Sammelbilder, als Erfindung 150 Jahre alt, sind unverwüstlich.Sammelbilder sind kleinformatige bunte Bilder mit interessanten Motiven, die sich zu Serien zusammenfügen. Anfangs waren 
sie kostenlose Produktbeigaben insbesondere zu Luxusgütern, 
die den Kaufanreiz verstärken und die Markenbindung festigen 
sollten – heute sind sie als kommerzieller Artikel frei von Produktbindung. Anfangs waren sie kostspielig als Chromolithographien hergestellte kleine Kunstwerke – heute werden sie 
im Digitaldruck massenhaft billig produziert. Anfangs gab es ein 
universales Motivspektrum, das man in Leeralben zu einem 
imaginären Museum arrangierte – heute klebt man Sticker in 
thematische Sachbücher, die die Struktur vorgeben und zur 
Vervollständigung nötigen.Man ordnet und sortiert, tauscht und komplettiert. Man 
hat die Bilder immer wieder zur Hand und eignet sich dabei 
ihr weltanschauliches Kapital an. Und wenn das Album voll ist, 
dann hat man viel Zeit und Geduld investiert und hütet es 
jedenfalls für eine Weile noch als kostbaren Schatz. Darum 
sind die Reklamesammelbilder nicht nur als Dokumente der 
Gebrauchsgraphik, als Zeugnisse der Werbeindustrie, der 
Markenetablierung und der Konsumgeschichte, sondern auch 
als millionenfach verbreitete Belege der populären Bildkultur 
eine fantastische kulturgeschichtliche Quelle.Unsere Ausstellung gibt einen Überblick über die historische 
Entwicklung, setzt einen Schwerpunkt bei den Sammelbilderalben badischer Firmen und vertraut ganz auf Ihre Nostalgie.Eintritt frei",https://kalender.karlsruhe.de/db/termine/ausstellungen/wissen_in_bildern_die_bunte_welt_der_sammelalben-3
Filmstars in der Fächerstadt. Die Bambi-Verleihungen in Karlsruhe,,Stadtmuseum im Prinz-Max-Palais,"Karlstraße 10, 76133 Karlsruhe",49.0111857,8.3947581,"Am 6. März 1955, vor 70 Jahren, wurde der Bambi-Filmpreis erstmals in der Fächerstadt im Rahmen einer
öffentlichen Verleihung überreicht. Bis 1964 zogen die Veranstaltungen tausende von Fans an und waren ein vielbeachtetes Event in der Filmwelt. Das Stadtmuseum im Prinz-Max-Palais lässt diese Ära in der Sonderausstellung wieder lebendig werden.Der Eintrittspreis beträgt 2 Euro, ermäßigt 1 Euro.",https://kalender.karlsruhe.de/db/termine/ausstellungen/filmstars_in_der_facherstadt_die_bambi
Vor 50 Jahren. Mit Horst Schlesiger durch das Jahr 1975,,Stadtarchiv Karlsruhe,"Markgrafenstraße 29, 76133 Karlsruhe",49.0073089,8.4090805,Das Stadtarchiv Karlsruhe blickt wieder 50 Jahre zurück. In einer kleinen Foyerausstellung mit Aufnahmen des langjährigen BNN-Fotografen Horst Schlesiger steht nun das Jahr 1975 im Mittelpunkt.Der Eintritt ist kostenfrei.,https://kalender.karlsruhe.de/db/termine/ausstellungen/vor_50_jahren_mit_horst_schlesiger_durch_das_jahr1975n
Mein Raum. Mehr als vier Wände,,Junge Kunsthalle,"Hans-Thoma-Straße 4, 76133 Karlsruhe",49.0125116,8.3991779,"Muffig, hell, laut, chillig, abschließbar: Was macht ein Zimmer aus? Was sorgt dafür, dass es zu meinem Raum wird? Zu einem Wohlfühlort!Ob
 Wohlfühlort oder unbehaglich, vieles gestaltet einen Innenraum: Licht, 
Farbe, Wärme, Möbel, Deko und vor allem, welche Menschen sich darin 
befinden und was dort stattfindet.Mit der neuen Ausstellung kann man in der Jungen Kunsthalle auf 
Roomtour durch alte und neue, reale und erdachte, verwirrende und 
einladende Räume gehen. Die gezeigten Werke aus der Sammlung und 
zeitgenössische Arbeiten sollen dazu anregen, den eigenen Spielraum 
auszuloten: Was passiert, wenn wir die uns umgebenden Wände nicht nur 
als gegebene Größe akzeptieren, sondern sie bewusst wahrnehmen, erobern 
und gestalten?Bild: Junge Kunsthalle Karlsruhe, Mein Raum. Mehr als vier Wände, 2025 © Staatliche Kunsthalle Karlsruhe",https://kalender.karlsruhe.de/db/termine/ausstellungen/mein_raum_mehr_als_vier_wande
