title,datetime,location,address,latitude,longitude,description,link
Karlsruhe Stadtführung per Rad,2025-08-10T10:00:00,City Tour durch Karlsruhe,,,,"Diese ganz besondere Stadtführung beginnt direkt an der Pyramide auf dem Marktplatz.Viele Highlights und Insidertipps werden auch Karlsruher überraschen.Die ca. 3-stündige Fahrradtour durch Karlsruhe zeigt Ihnen viele Sehenswürdigkeiten der Stadt.Sollten Sie über kein eigenes Fahrrad verfügen sprechen Sie uns gerne an.Anmeldung erforderlich unter: Marc.Fischer@boservice.org oder Telefon: 0721/91679888 mobil: 0170/2935072Mindestteilnehmeranzahl: 6 PersonenDie Tour kann auch exklusiv als Gruppenevent gebucht werden.Preise:Erwachsene: Euro 18,00Kinder bis 14 Jahre: 10,00Internet: www.stadtfuehrungen-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/karlsruhe_stadtfuhrung_per_rad-51
Tante Wölfle wird 90 Jahre,2025-08-10T09:00:00,Freibad Wolfartsweier,"Schloßbergstraße 12, 76228 Karlsruhe",48.9724101,8.4544403,"1935 öffnete das Freibad Wolfartsweier seine Pforten. Das ehrenamtlich geführte Wölfle-Bad wird daher 90 Jahre alt. Wenn das kein Grund zum Feiern ist. Mit einem bunten Programm, einem Benefizschwimmen und mancher Überraschung begeht das Wölfle dieses Jubiläum. Sei mit dabei!",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/tante_wolfle_wird_90_jahre
Pilzberatung 2025,2025-08-11T17:00:00,Staatliches Museum für Naturkunde Karlsruhe,"Erbprinzenstraße 13, 76133 Karlsruhe",49.0069855,8.4001442,"am Seiteneingang des Pavillons im Nymphengarten hinter dem NaturkundemuseumPilzfachleute helfen bei der Bestimmung gesammelter Pilze, informieren über Speisewert, Merkmale, Bedeutung im Naturhaushalt und vieles mehr.Als Beratende wirken fachkundige Mitglieder der Arbeitsgruppe Pilze des Naturwissenschaftlichen Vereins Karlsruhe.Das Angebot ist kostenlos!Weitere Informationen unterwww.pilze-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/ausstellungen/pilzberatung2025n
Heimatstadt Karlsruhe Stadtführung,2025-08-11T14:00:00,Tourist-Information am Marktplatz,"Kaiserstraße 72-74, 76133 Karlsruhe",49.0097995,8.4041251,"Trotz seinen gerade einmal 300 Jahren blickt Karlsruhe auf eine bewegte Vergangenheit zurück. Als barocke Planstadt ein Novum seiner Zeit, hat sich die Stadt diesen Pioniergeist bis heute erhalten. Unterwegs mit unseren Stadtführern erfahren Sie alles über die Entstehung Karlsruhes und den Werdegang der Stadt zu einem wichtigen Kultur- und Innovationsstandort. Gespickt mit witzigen Anekdoten und den persönlichen Geheimtipps unserer besten Stadtkenner wird jede Führung ein besonderes Erlebnis.",https://kalender.karlsruhe.de/db/termine/stadtleben/heimatstadt_karlsruhe_stadtfuhrung-286
SOMMERFERIENSPAß: Vorlesezeit mit Basteln in Grötzingen,2025-08-11T10:30:00,Stadtbibliothek Karlsruhe - Stadtteilbibliothek Grötzingen,"Kirchstraße 13, 76229 Karlsruhe",49.0037244,8.4981238,"Langeweile in den Sommerferien? Eine spannende, lustige Geschichte mit anschließender Bastelrunde erwartet Dich in der Stadtteilbibliothek Grötzingen.Zielgruppe: ab 6 JahrenAnmeldung:bibliothek-groetzingen@kultur.karlsruhe.deEintritt:kostenfreiOrt:Stadtteilbibliothek GrötzingenBilder: AdobeStock – olenago, KWstudio, Maksym Kravchenko, Yuliia Osadcha",https://kalender.karlsruhe.de/db/termine/literatur/sommerferienspa_vorlesezeit_mit_basteln_in_grotzingen
MEDIENMONTAG: Trickfilm Workshop,2025-08-11T10:00:00,Stadtbibliothek Karlsruhe - Kinder- und Jugendbibliothek Karlsruhe im Prinz-Max-Palais,"Prinz-Max-Palais, Karlstraße 10, 76133 Karlsruhe",49.0111857,8.3947581,"Wir schauen uns die Ursprünge an, wie Trickfilme entstanden sind und ihr habt die Möglichkeit euren eigenen Film umzusetzen.Zielgruppe:ab 10 JahrenAnmeldung:jugendbibliothek@kultur.karlsruhe.de oder telefonisch unter 0721 133-4262Eintritt:kostenfreiOrt:Kinder- und JugendbibliothekFoto: Stadtbibliothek Karlsruhe",https://kalender.karlsruhe.de/db/termine/literatur/medienmontag_trickfilm_workshop
Waldentdeckerwoche im Rappenwörter Wald,2025-08-15T09:30:00,Naturschutzzentrum Karlsruhe-Rappenwört,"Hermann-Schneider-Allee 47, 76189 Karlsruhe",48.9961878,8.3035929,"Wir gehen auf Entdeckungsreise in den Auenwald, halten Ausschau nach kleinen und großen Tieren und schauen nach besonderen Bäumen und Pflanzen. Wir finden Waldschätze und geheime Plätze. Wo es uns besonders gut gefällt, dort bleiben wir zum Spielen und bauen Hütten und Waldsofas, auf denen wir es uns zum Schnitzen und Vespern gemütlich machen.Bringt genug zu vespern und zu trinken sowie gute Waldkleidung mit.Leitung:Ulrike Roelle, NaturpädagoginKostenbeitrag:130 € pro Kind für 5 TageTeilnehmerzahl:12 KinderAnmeldung mit Vorabüberweisung der Teilnahmegebühr bis 07.08.25 erforderlich",https://kalender.karlsruhe.de/db/termine/stadtleben/waldentdeckerwoche_im_rappenworter_wald-3
"Sommerferienprogamm  „Waldabenteuer mit Ronja und Birk 1""",2025-08-15T09:00:00,Wald rund um das Waldklassenzimmer,"Linkenheimer Allee 10, 76131 Karlsruhe",49.0304857,8.4067057,"In dieser Ferienwoche tauchen wir in den Wald ein und bauen uns eingeheimes Lager im Wald. Wirerforschen den Waldund seine Bewohner, stellen unsere eigenen Farben her, schnitzen, spielen, werkeln und haben jede Menge Spaß. Das Programm findet im Wald statt, das Waldklassenzimmer wird nur imAusnahmefall bei schlechtem Wetter genutzt.Für bis zu 20 Kinder imGrundschulalterKosten: 160 Euro / Kind inklusive Materialkosten ohne VerpflegungAnmeldungbeiRegine Schirmer, Waldpädagogin undChristine Lutz, Wald-, Atelier- und WerkstattpädagoginE-Mail: mail@naturerlebnis-schirmer.de Telefon: 07236-7282",https://kalender.karlsruhe.de/db/termine/sommerferienprogamm_waldabenteuer_mit_ronja_und_birk1n
Sommerferienprogamm „Waldentdecker 2“,2025-08-15T09:00:00,Wald rund um das Waldklassenzimmer,"Linkenheimer Allee 10, 76131 Karlsruhe",49.0304857,8.4067057,"Als Waldentdecker lernen wir den Wald kennen, bauenuns einkleines Camp und erleben jeden Tag neue Abenteuer.Für max. 12 Kinder von6 bis 12 JahrenKosten: 155 Euro / Kind inklusive Materialkosten ohne VerpflegungAnmeldungbeiMiriam Becker, zertifizierte Waldpädagogin",https://kalender.karlsruhe.de/db/termine/stadtleben/sommerferienprogamm_waldentdecker2n
Theaterworkshop:Ferien in Fantasia!,2025-08-15T09:00:00,"Imagine, Schauspielschule für Kinder und Jugendliche","Ettlinger Straße5, 76133 Karlsruhe",,,"5 Tage Ferienspaß beim Theaterspielen!Wohin fahrt ihr in den Ferien? Auf den Mond? Auf eine Pirateninsel? Alles ist möglich!In unserem Theaterworkshop machen wir eine Reise ins Reich der Fantasie. Ihr könnt alles machen, überall hinfahren und alles sein, was ihr wollt. Ihr müsst es nur erfinden. Gemeinsam erobern wir die Bretter, die die Welt bedeuten und zeigen am Ende, was wir dort erlebt haben.Der Theaterkurs soll vor allem die Lust am Spiel, den Mut und das Selbstvertrauen wecken, sich in verschiedenen Rollen selbst zu entdecken.Ladet Eure Freunde und Familie zur Abschlussaufführung ein!",https://kalender.karlsruhe.de/db/termine/theater/theaterworkshopferien_in_fantasia-8
DROWNING POOL,2025-08-10T19:30:00,Substage Karlsruhe e.V.,"Durlacher Allee 62 , 76131 Karlsruhe",49.0052381,8.4366958,"Drowning Pool, ein Name, der in die Partituren der modernen Rockgeschichte eingraviert ist, brüllen sich mit donnernder Energie und kompromissloser Kraft zurück ins Rampenlicht. Der unverwechselbare Sound der Band, ein Synonym für rohe Energie und kompromisslose Haltung, kehrt zurück, um das Publikum erneut zu fesseln. Drowning Pool sind für ihre Kulthymne „Bodies“ bekannt und brauchen keine Einführung. Diese bahnbrechende Single verhalf ihnen zu internationaler Anerkennung und hinterließ einen unauslöschlichen Eindruck in der NuMetal-Landschaft. Die unerbittliche Energie und der trotzige Geist des Songs fanden bei einer ganzen Generation Anklang und wurden zu einer Hymne für Mosher, Metalheads und Fans elektrisierender Live-Auftritte. Shouter Ryan McCombs spielte eine entscheidende Rolle in der Entwicklung der Band und schloss sich ihnen nach dem tragischen Verlust des beliebten Frontmanns Dave Williams an. Sein kraftvoller Gesang und seine charismatische Bühnenpräsenz hauchten Drowning Pool neues Leben ein und festigten ihren Status als NuMetal-Titanen. Songs wie „37 Stitches!, „Feel Like I Do“ und „Turn So Cold“ katapultierten sie in neue Höhen und sicherten ihnen einen Platz unter den Schwergewichten des Genres. Doch die Geschichte von Drowning Pool dreht sich nicht nur um Musik; sie ist ein Zeugnis dauerhafter Freundschaften und einer gemeinsamen Leidenschaft für ihr Handwerk. Ryans Rückkehr zur Band im Jahr 2023 nach zwölf Jahren Trennung markiert eine Wiedervereinigung verwandter Seelen, eine Rückkehr zu den Wurzeln ihrer musikalischen Reise. Ihr Weg war generell nicht ohne Herausforderungen. „Bodies“ wurde missverstanden und kontrovers diskutiert, der Text wurde aus dem Kontext gerissen. „Bodies“ bleibt dennoch eine zeitlose Hymne, nicht nur für Drowning Pool, sondern für die gesamte Metal-Kultur. Ihr Erbe lebt weiter und inspiriert neue Generationen von Fans. Die Rückkehr von Drowning Pool ist ein Beweis für die anhaltende Kraft ihrer Musik und eine Erinnerung daran, dass ihr kompromissloser Geist weiterhin weltweite Resonanz findet. Die Band erlebte 2023 ein triumphales Comeback, und mit der Ankündigung eines neuen Albums in diesem Jahr wird die fast 30-jährige Historie der Band kraftvoll fortgeschrieben. Drowning Pool haben ihre Gegenwart und Zukunft fest im Griff und haben keine Pläne, langsamerer oder bedächtiger zu werden!Einlass: 19:00 UhrAltersfreigabe: ab 16 Jahren",https://kalender.karlsruhe.de/db/termine/musik/drowning_pool-1
Kleindenkmale und Wässerwiesen an Moosalb und Alb,2025-08-09T09:30:00,Bahnhof Ettlingen Stadt,,48.9387873,8.4093862,"Streckenverlauf: Völkersbach - Moosalbtal - Weimersmühle - FischweierReine Wanderzeit: 4 Stunden, Schlusseinkehr vorgesehenTreffpunkt:Bahnhof Ettlingen StadtKörperliche Anforderung:MittelKilometer Wegstrecke:12Höhenmeter:50 auf, 250 abÖPNV: D-Ticket oder KVV Tageskarte 4 WabenWichtig: Anmeldung bis Do 06.08.2025 beim Wanderführer Wilfried Süß unter wui@online.de.",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/kleindenkmale_und_wasserwiesen_an_moosalb_und_alb
WOHNZIMMERKONZERT,2025-08-12T20:00:00,Kulturzentrum Tollhaus,"Alter Schlachthof 35, 76131 Karlsruhe",49.0044252,8.4317094,"Kaltgetränk aus dem Kühlschrank holen, rein in den Liegestuhl, Musik an – Welt aus. Genau dieses Gefühl erwartet euch bei unserem Wohnzimmerkonzert in der Zeltival-Edition im TOLLHAUS-Garten.Freut euch auf einen entspannten Sommerabend mit lokalen Acts und inspirierender Kunst, eingebettet in ein einzigartiges Open-Air-Wohnzimmerambiente.Mit dabei sind unter Anderem:KARLMER - ist eine rohe und energiegeladene Rockband mit Kult-Attitüde. Laut, energiegeladnen und unerschrocken.YAELU - verbindet kulturelle Vielfalt mit tiefgründigem Sound zwischen Jazz, Hip-Hop und Popn. Vielschichtig, verletzlich und reflektiert....und viele mehr!",https://kalender.karlsruhe.de/db/termine/musik/wohnzimmerkonzert-3
KATAKLYSM,2025-08-12T20:00:00,Substage Karlsruhe e.V.,"Durlacher Allee 62 , 76131 Karlsruhe",49.0052381,8.4366958,"Die Death Metal-Urgesteine Kataklysm legen neue Konzerttermine in Europa nach. Im Sommer wird die kanadische Band nicht nur bei namhaften Festivals zu sehen sein, sondern auch mehrere exklusive Headliner-Shows spielen – eine davon auch bei uns im SUBSTAGE.Fast drei Jahrzehnte lang hat die Melodic-Death-Metal-Band KATAKLYSM den ganzen Globus mit kompromisslosem, kraftvollem Sound erfüllt. 2023 erschien ihr 15. Studioalbum „Goliath“ über Nuclear Blast Records. Nach der Veröffentlichung des hochgelobten Albums „Unconquered“ im Jahr 2020 hatten KATAKLYSM mehr Zeit als sonst, am Nachfolgealbum zu arbeiten. Normalerweise erscheint alle zwei Jahre ein neues Album, doch die Band hatte drei Jahre Zeit, dieses Album zu vollenden. „Goliath“ ist, seinem Namen treu, ein aggressives und fieses Album, das aus seinen ganz eigenen Hürden entstanden ist. „Diese Platte ist voller Wut, aber auch voller Düsternis und spiegelt die aktuelle Stimmung in der Welt wider“, kommentiert Maurizio Iacono. „Goliath ist ein Album, das tiefgründig hinterfragt, was global und gesellschaftlich passiert: Bist du mit allem einverstanden, was du siehst?“KATAKLYSM liefern mit der ersten und zweiten Single einen Doppelschlag ab, die eine prägnante Geschichte erzählen, die mit den aktuellen weltweiten Ereignissen in Verbindung gebracht werden kann. „Bringer Of Vengeance“ eröffnet mit Drop-Tune-Gitarren und nimmt den Hörer mit auf eine Reise, die moderne Metal- und Djent-Elemente vereint und den traditionellen KATAKLYSM-Sound überlagert. Die zweite Single „Die As A King“ ist das Prequel zu „Bringer Of Vengeance“ und vereint traditionellen Death Metal mit Eingängigkeit. Die zweiteilige Geschichte wird von Musikvideos begleitet. Tracks wie „Dark Wings Of Deception“ bieten traditionellere, galoppierende Gitarren über Thrash-/Punk-Drums und mit Black-Metal-Untertönen.Einlass: 19:00 UhrAltersfreigabe: ab 16 Jahren",https://kalender.karlsruhe.de/db/termine/musik/kataklysm
Checkpoint Karlsruhe | 12.08.2025,2025-08-12T18:30:00,AIDS-Hilfe Karlsruhe e.V. - Zentrum für sexuelle Gesundheit,"Sophienstraße 102, 76135 Karlsruhe",49.0080257,8.3825952,"Jeden Dienstagabend von 18:30 - 20:00 Uhr können Sie sich in unserem Checkpoint auf HIVund andere sexuell übertragbare Infektionen (STI)testen lassen.Testung nur mit telefonischer Anmeldung unter 0721 / 35 48 16 0Hinweis: Bei Symptomen (z.B. Juckreiz, Ausfluss) bitte direkt in ärztliche Behandlung begeben. Wir sind KEINE ärztliche Einrichtung!Der Zugang ist barrierefrei!ZeSIA Karlsruhe | Sophienstraße 102, 76135 KarlsruheWeitere Infos unter: www.zesia-ka.de",https://kalender.karlsruhe.de/db/termine/checkpoint_karlsruhe12082025n
Experimente (5–7 Jahre): Temperatur,2025-08-12T15:30:00,Staatliches Museum für Naturkunde Karlsruhe,"Erbprinzenstraße 13, 76133 Karlsruhe",49.0069855,8.4001442,Naturwissenschaftliche Experimente für KinderUnsere Experimentekurse für 5- bis 7-Jährige – hier können Kinder verschiedene Themen aus den Naturwissenschaften spielerisch erforschen.Nach acht besuchten Kursen erhalten die Kinder ein Diplom.Mit freundlicher Unterstützung der Jugendstiftung der Sparkasse Karlsruhe.Dauer: ¾ StundeKosten inkl. Eintritt und MaterialAnmeldung online ab 18. Juni möglich,https://kalender.karlsruhe.de/db/termine/ausstellungen/experimente_57_jahre_temperatur-1
Experimente (5–7 Jahre): Temperatur,2025-08-12T14:30:00,Staatliches Museum für Naturkunde Karlsruhe,"Erbprinzenstraße 13, 76133 Karlsruhe",49.0069855,8.4001442,Naturwissenschaftliche Experimente für KinderUnsere Experimentekurse für 5- bis 7-Jährige – hier können Kinder verschiedene Themen aus den Naturwissenschaften spielerisch erforschen.Nach acht besuchten Kursen erhalten die Kinder ein Diplom.Mit freundlicher Unterstützung der Jugendstiftung der Sparkasse Karlsruhe.Dauer: ¾ StundeKosten inkl. Eintritt und MaterialAnmeldung online ab 18. Juni möglich,https://kalender.karlsruhe.de/db/termine/ausstellungen/experimente_57_jahre_temperatur
SOMMERFERIENSPAß: GameLab,2025-08-12T10:30:00,Stadtbibliothek Karlsruhe - Stadtteilbibliothek Grötzingen,"Kirchstraße 13, 76229 Karlsruhe",49.0037244,8.4981238,"Ob Nintendo Switch, Playstation 4 oder ein normales Brettspiel – in der Stadtbibliothek Grötzingen kannst Du Deine Sommerferien heute spielerisch genießen (Videospielzeit 30 min pro Tag).Zielgruppe: ab 6 JahrenAnmeldung:Einfach vorbeikommen und am Tag anmelden.Eintritt:kostenfreiOrt:Stadtteilbibliothek GrötzingenBilder: AdobeStock – olenago, KWstudio, Maksym Kravchenko, Yuliia Osadcha",https://kalender.karlsruhe.de/db/termine/literatur/sommerferienspa_gamelab
Sprechstunde: Einfach digital!,2025-08-12T10:00:00,Stadtbibliothek Karlsruhe - Stadtbibliothek im Neuen Ständehaus,"Ständehausstraße 2, 76133 Karlsruhe",49.0089211,8.4003588,"Sie haben Fragen zu Ihrem Smartphone oder einer App? Ihr Tablet 
bereitet Ihnen Kopfzerbrechen? Das neue Update will einfach nicht 
funktionieren? In eineroffenen Sprechstunde jeden Dienstaghilft ein*e 
Mitarbeiter*in der Stadtbibliothek bei Problemenrund um Ihre digitalen 
Endgeräte(Smartphone, Tablet oder Laptop) und deren Nutzung.Bei Fragen zu unserer 
Online-Bibliothek ""Onleihe"" oder der Nutzung von E-Book-Readern besuchen
 Sie bitte unsere Onleihe-Sprechstunde jeden Mittwoch und Donnerstag.Zielgruppe:alle Menschen mit Fragen rund ums SmartphoneAnmeldung:ohne AnmeldungEintritt:kostenfreiOrt:Stadtbibliothek im Neuen Ständehaus, Infotheke im 1. OG",https://kalender.karlsruhe.de/db/termine/literatur/sprechstunde_einfach_digital-31
Bücherblitz im Turmbergbad -- ENTFÄLLT --,2025-07-30T14:00:00,Durlach,Durlach Innenstadt,,,"Wir sind mit unserem Lastenfahrrad ""Bücherblitz"" im Turmbergbad Durlach und sorgen mit einer bunten Medienauswahl für Unterhaltung zwischendurch. An einzelnen Terminen bieten wir auch Vorlesen und andere Aktionen an. Kommt vorbei!Zielgruppe:alle InteressiertenOrt:Turmbergbad Durlach, Alte Weingartener Str. 40, 76227 KarlsruheFoto: AdobeStock - zamuruev",https://kalender.karlsruhe.de/db/termine/literatur/bucherblitz_im_turmbergbad_entfallt_-5
SCHLOSSLICHTSPIELE Light Festival Karlsruhe 2025,,Schloss Karlsruhe und Innenstadt,,,,"Vom 14. August bis 14. September 2024 verwandelt sich die ganze Karlsruher Innenstadt im Rahmen des SCHLOSSLICHTSPIELE Light Festivals in eine dezentrale Bühne und Ausstellungsfläche für Medienkunst, Illuminationen und leuchtende Aktionen.DieSCHLOSSLICHTSPIELE Karlsruhekehren dann zum 11. Mal auf die barocke Fassade des Karlsruher Schlosses zurück und verwandelten sie in ein digitales Kunstwerk für zahlreiche Besucherinnen und Besucher aus aller Welt.Das vollständige Programm finden Sie unterwww.schlosslichtspiele.infoDie SCHLOSSLICHTSPIELE Karlsruhe fanden 2015 zum 300. Stadtgeburtstag erstmals statt und begeistern seitdem jeden Sommer das Publikum. Schon über eine Million Menschen haben das Kunsterlebnis auf der 170 Meter langen barocken Schlossfassade besucht.Foto: Letters of Liberty – Studio Julian Hölscher –  SCHLOSSLICHTSPIELE Light Festival Karlsruhe 2024 | KME Karlsruhe Marketing und Event GmbH – Jürgen Rösner",https://kalender.karlsruhe.de/db/termine/stadtleben/schlosslichtspiele_light_festival_karlsruhe2025n
CRUCCHI GANG,2025-08-13T20:30:00,Kulturzentrum Tollhaus,"Alter Schlachthof 35, 76131 Karlsruhe",49.0044252,8.4317094,"Benvenuti in Italia, Amore e Musica – Musik, die die Liebe zu Italien feiert und lässig, verspielt nach Sommer, Disco, Eis und Europa klingt. Die Crucchi Gang ist ein Side-Project von Francesco Wilking und seiner Band Die Höchste Eisenbahn. Geboren wurde die Idee in Berlin, nach dem Besuch eines Bob-Dylan-Konzerts, beim gemeinsamen Biertrinken: Deutschsprachige Musiker und Musikerinnen singen ihre eigenen und andere deutschen Songs auf Italienisch und daraus wird eine Platte. Die Texte übersetzte Wilking, dessen Mutter Italienerin ist. Und siehe da, die Idee funktioniert und zeitigt wundervolle Ergebnisse, denn in einer anderen Sprache zu singen, mach den Künstlern nicht nur sichtlich Spaß, sondern wirf ein neues Licht auf jeden einzelnen Song. „In Kombination mit der italienischen Sprache entwickeln die Lieder oft so eine gewisse Melancholie und eine Art von Pathos, die der deutschen Popkultur eine ganz andere Farbe beimischen“, beschreibt Wilking. „Es sind immer noch dieselben Lieder, aber plötzlich sind sie nicht mehr blau, sondern rot.“ Nach zwei Alben, beteiligt hatten sich unter vielen anderen Sven Sven Regener, Steiner und Madlaina, Isolation Berlin, Dota, Lina Maly, Jeremias, Von wegen Lisbeth, bespielt die Crucchi Gang in einer Überraschungsbesetzung nun einige Festivals.Die Höchste Eisenbahn // live bei uns am 22.11.2025 // Infos hier",https://kalender.karlsruhe.de/db/termine/musik/crucchi_gang
Eröffnung: Media art is here,2025-08-13T19:00:00,Zentrum für Kunst und Medien (ZKM),"Lorenzstraße 19, 76135 Karlsruhe",49.0012852,8.3836005,"Die Werke lokaler und internationaler Künstler:innen sind vom 14.8. bis 14.9. im ZKM sowie kostenfrei im Stadtraum zu erleben.Auch 2025 bringt die Ausstellung Kunst dahin, wo das Leben spielt: Auf Straßen, Plätzen und in Gärten begegnen Besucher:innen zukunftsweisende Medienkunstwerke, die den öffentlichen Raum neu denken und erlebbar machen. Gezeigt werden Werke, die die Grenzen zwischen physischem und virtuellem Raum ausloten und den Einfluss digitaler Medien auf Gesellschaft, Identität und Nachhaltigkeit thematisieren. Durch ihre Platzierung mitten im urbanen Raum eröffnen die künstlerischen Arbeiten neue, überraschende Perspektiven und fördern den Austausch zwischen Kunst, Stadt und Gesellschaft.Die Ausstellung schafft dabei nicht nur ästhetische Erlebnisse, sondern auch neue Formen der Teilhabe: Viele Werke laden zur aktiven Beteiligung ein und machen Medienkunst für ein breites Publikum direkt erlebbar. Die Präsentation findet parallel zumSCHLOSSLICHTSPIELE Light Festivalstatt und bietet die Gelegenheit, Karlsruhe durch Medien- und Lichtkunst neu zu entdecken.»Media art is here« wird realisiert vom Kulturamt der Stadt Karlsruhe in enger Kooperation mit dem ZKM | Zentrum für Kunst und Medien. Teil der EventreiheKunst | Sommer | Technikdes KIT.Infos unter:www.cityofmediaarts.de",https://kalender.karlsruhe.de/db/termine/ausstellungen/eroffnung_media_art_is_here
Sightjogging-Sportlich unterwegs durch Karlsruhe,2025-08-13T18:00:00,City Tour durch Karlsruhe,,,,"Joggst du gerne?Wie wäre es dann einmal, wenn du deine Laufroute ein wenig veränderst und in einer Gruppe Gleichgesinnter vertraute und unbekannte Ecken von Karlsruhe erläufst?Erlebe eine unvergessliche Joggingtour und statt Musik auf den Ohren gibt es bei dieser Tour einiges Amüsantes, Interessantes, Anekdoten und Fakten über die Fächerstadt Karlsruhe zu erfahren.Die ca. 1,5-stündige Joggingtour durch Karlsruhe beginnt direkt auf dem Marktplatz in Karlsruhe an der Pyramide.Preise:Erwachsene: Euro 10,00InfoTel.: 0721/91679888 oder mobil 0179/2935072Internet: www.stadtfuehrungen-karlsruhe.deAnmeldung erforderlichMindestteilnehmerzahl: 6 PersonenAuch andere Termine sind jederzeit möglichBuchbar auch exklusiv als Gruppenevent",https://kalender.karlsruhe.de/db/termine/sportveranstaltung/sightjogging_sportlich_unterwegs_durch_karlsruhe-19
VORLESEZEIT in der Kinder- & Jugendbibliothek,2025-08-13T16:00:00,Stadtbibliothek Karlsruhe - Kinder- und Jugendbibliothek Karlsruhe im Prinz-Max-Palais,"Prinz-Max-Palais, Karlstraße 10, 76133 Karlsruhe",49.0111857,8.3947581,"""Lies mir doch was vor!""  - Diesen Wunsch vieler Kinder wollen wir gerne erfüllen und bieten für Kinder von 3 bis 5 Jahren an jedem Mittwochnachmit­tag jeweils um 16 Uhr eine Vorleserunde an.Zielgruppe:von 3 bis 5 JahrenAnmeldung:ohne AnmeldungEintritt:kostenfreiOrt:Kinder- und JugendbibliothekIllustration: AdobeStock - GoodStudio",https://kalender.karlsruhe.de/db/termine/literatur/vorlesezeit_in_der_kinder_jugendbibliothek-18
Hen-Watching am Waldklassenzimmer,2025-08-13T14:30:00,Waldklassenzimmer,Kanalweg,49.0308152,8.3885978,"Wale können wir nicht beobachten, aber auchHühner sind hochinteressante Lebewesen!Doch was haben sie mit dem Wald zu tun? Welche Ansprüche haben sie an ihren Lebensraum und wie werden sie heute in der industriellen Produktion gehalten? Diesen Fragen gehen wir heute auf den Grund.Treffpunkt:Chickeria (Hühnergehege)Referentin: Heike Rösgen, Biologin,  M.Sc. Umwelt- und Bildung sowie zertifizierte WaldpädagoginAnmeldungbis 8. AugustKostenlose Veranstaltung - wir freuen uns über eine Spende!",https://kalender.karlsruhe.de/db/termine/stadtleben/hen_watching_am_waldklassenzimmer
Frauencafé beim SkF,2025-08-13T14:00:00,Familienzentrum des SkF,"Passagehof 10, 76133 Karlsruhe",49.0113185,8.3977644,"Das Frauencafé ist einkostenfreies Angebotdes SkF und findet jeden zweiten Mittwoch im Monat von 14-16 Uhr im Familienzentrum des SkF im Passagehof 10 statt (Zugang auch über die Akademiestr. 15 möglich).Das Frauencafé im August findet unter dem Motto„Bunte Sommerblumen – Ungewöhnlich Farbtechnik mit blumigem Erfolg“statt.Wir möchten Frauen dazu einladen, zusammenzukommen. Gemeinsam eine „Rast“ bei uns einzulegen. Ihren Alltag zu unterbrechen und gemeinsam mit uns zu verweilen. Kraft zu tanken und sich auszutauschen.Eine Anmeldung ist nicht erforderlich. Es wird keine Kinderbetreuung angeboten.Weitere Infos zur Arbeit des SkF und unseren Veranstaltungen gibt es unterwww.skf-karlsruhe.de",https://kalender.karlsruhe.de/db/termine/stadtleben/frauencafe_beim_skf
Stadtführung Karlsruhe,2025-08-13T14:00:00,City Tour durch Karlsruhe,,,,"Plant ihr, Karlsruhe ein wenig näher kennenzulernen? Die lebendige ehemalige Landeshauptstadt von Baden, wartet darauf, von euch entdeckt zu werden. Bei Stadtführungen in Karlsruhe könnt ihr Kultur, Sehenswürdigkeiten und Geschichte hautnah erleben. Eine geführte Tour bietet euch die Möglichkeit, die Schönheit und Vielfalt von Karlsruhe zu entdecken und euch begeistern zu lassen.Auch andere zusätzliche Termine sind jederzeit nach Rücksprache mit dem Veranstalter möglich.Treffpunkt: Direkt vor dem Rathaus der Stadt KarlsruhePreise:Erwachsene: Euro 10,00Kinder und Jugendliche 6-14 Jahre: freiInfoTel.: 0721/91679888 oder mobil 0170/2935072Internet: www.stadtfuehrungen-karlsruhe.deAnmeldung erforderlichMindestteilnehmerzahl: 6 Personen",https://kalender.karlsruhe.de/db/termine/stadtleben/stadtfuhrung_karlsruhe-196
Ferien-Entdeckertag am Waldklassenzimmer,2025-08-13T14:00:00,Waldklassenzimmer,Kanalweg,49.0308152,8.3885978,"Heute sindWaldklassenzimmer und das dazugehörende Gelände geöffnet, ohne dass wir ein spezielles Programm anbieten. Familien können heute entdecken, staunen und frei spielen. Die Nutzung des Geländes erfolgt auf eigene Gefahr und unter Wahrung der Aufsichtspflicht.Ohne Anmeldung-kostenlose Veranstaltung!",https://kalender.karlsruhe.de/db/termine/ferien_entdeckertag_am_waldklassenzimmer-27
